agent,name,model,seed,test_clf_acc,test_1nn_acc,test_triplet_acc,NINO_ds_acc,NIFO_ds_acc,rNINO_ds_acc,NINO_ds_err,NIFO_ds_err,rNINO_ds_err,NIs,NI_acc
MTL0s1,MTL1s2,MTL1,2,0.949999988079071,0.925,0.6225000023841858,0.85,0.9,0.8,"[[1, 52, 73], [11, 37, 73], [33, 116, 32], [36, 111, 32], [38, 99, 52], [39, 104, 52]]","[[1, 52, 62], [11, 37, 103], [36, 111, 46], [39, 104, 46]]","[[1, 52, 73], [7, 20, 20], [11, 37, 73], [17, 52, 52], [33, 116, 32], [36, 111, 32], [38, 99, 52], [39, 104, 52]]","[ 21  52  20  21  10  20  20  20  52  21  52  37  52  52  37  37  37  52
  52  52  67  83  61  91  63  65  82  65  83  74  95 117  97 116 118 101
 111  97  99 104]",0.5
MTL0s1,MTL1s3,MTL1,3,0.925000011920929,0.925,0.6162499785423279,0.85,0.675,0.825,"[[4, 37, 106], [5, 37, 61], [7, 37, 106], [8, 37, 106], [11, 37, 61], [17, 37, 99]]","[[4, 37, 116], [5, 37, 116], [7, 37, 116], [8, 37, 116], [10, 37, 116], [11, 37, 116], [12, 37, 116], [13, 37, 116], [16, 37, 116], [17, 37, 116], [19, 56, 116], [31, 106, 32], [38, 99, 32]]","[[4, 37, 106], [5, 37, 61], [7, 37, 61], [8, 37, 106], [11, 37, 61], [17, 37, 67], [24, 61, 12]]","[ 59  23  21  59  37  37  20  37  37  21  37  37  37  37  53  58  37  37
  37  56  70  79  79  65  61  73  61  82  79  61  93 106 106  93 106 117
 101  93  99 118]",0.375
MTL0s1,MTL1s4,MTL1,4,0.975000023841858,0.975,0.6312499642372131,0.9,0.9,0.875,"[[2, 39, 69], [4, 3, 69], [5, 37, 69], [7, 7, 69]]","[[7, 7, 84], [13, 37, 104], [19, 37, 104], [31, 103, 46]]","[[2, 39, 69], [4, 3, 69], [5, 37, 69], [7, 7, 69], [24, 69, 69]]","[ 39  21  39   0   3  37  19   7  20  49  25  29  25  37  25  27  25  37
  29  37  69  81  69  69  69  69  91  69  75  69  99 103  69  93 103 103
  99 103 103 103]",0.5
MTL0s2,MTL0s0,MTL0,0,0.4749999940395355,0.825,0.7212499976158142,0.7,1.0,0.75,"[[1, 5, 91], [2, 5, 91], [3, 5, 91], [5, 25, 91], [6, 5, 91], [9, 5, 91], [21, 79, 1], [27, 69, 1], [32, 109, 29], [37, 117, 29], [38, 112, 29], [39, 103, 29]]",[],"[[1, 5, 91], [2, 5, 91], [3, 5, 91], [5, 25, 60], [6, 5, 91], [21, 79, 1], [27, 69, 1], [32, 109, 29], [37, 117, 29], [39, 103, 29]]","[ 39   5   5   5  49  25   5  19   0   5  25  29  25  29  29  29  25  29
  42  58  67  79  79  91  91  91  91  69  69  91  95 109 109  95 117 102
  95 117 112 103]",0.675
MTL0s2,MTL0s1,MTL0,1,0.550000011920929,0.9,0.7099999785423279,0.825,1.0,0.875,"[[1, 10, 81], [5, 1, 60], [8, 10, 74], [17, 44, 114], [22, 62, 1], [24, 78, 25], [30, 93, 41]]",[],"[[1, 10, 81], [8, 10, 74], [17, 44, 114], [22, 62, 1], [30, 93, 41]]","[ 14  10   1  59  25   1  10  14  10  49  25  42  25  46  36  46  25  44
  42  46  91  66  62  60  78  89  71  70  91  71  93 109 114  93 114 110
  95 109 110 114]",0.6875
MTL0s2,MTL0s2,MTL0,2,0.4500000178813934,0.925,0.7212499976158142,0.925,1.0,1.0,"[[32, 109, 29], [38, 99, 29], [39, 95, 51]]",[],[],"[ 21  19  12  19  49  29  19  19  20  19  29  29  29  29  29  29  29  29
  42  29  91  70  70  60  60  64  70  70  70  70  95  99 109  99  99  99
  99  97  99  95]",0.95
MTL0s2,MTL0s3,MTL0,3,0.550000011920929,0.95,0.7462499737739563,0.8,1.0,0.775,"[[1, 49, 81], [7, 8, 89], [17, 40, 109], [24, 85, 59], [30, 97, 51], [31, 106, 29], [36, 117, 51], [37, 106, 51]]",[],"[[1, 49, 81], [5, 10, 66], [7, 8, 89], [17, 40, 109], [24, 85, 5], [30, 97, 51], [31, 106, 29], [36, 117, 51], [37, 106, 51]]","[ 18  49  10  59  10  10  17   8  17  20  43  53  25  46  53  53  53  40
  42  46  91  67  89  87  85  64  89  82  70  89  97 106 117 117 109 117
 117 106 117  92]",0.6625
MTL0s2,MTL0s4,MTL0,4,0.6000000238418579,0.925,0.7475000023841858,0.725,1.0,0.725,"[[5, 5, 91], [7, 7, 87], [8, 16, 89], [17, 40, 99], [24, 66, 5], [26, 75, 1], [27, 69, 1], [29, 75, 5], [30, 99, 51], [35, 103, 48], [36, 117, 51]]",[],"[[5, 5, 91], [8, 16, 89], [9, 5, 78], [17, 40, 94], [24, 66, 5], [26, 75, 1], [27, 69, 1], [29, 75, 5], [30, 99, 51], [35, 103, 48], [36, 117, 51]]","[  0  11   1  20   1   5   5   7  16   5  48  48  48  36  46  36  25  40
  42  46  89  71  79  60  66  62  75  69  69  75  99  99  86 103  99 103
 117  86  99  86]",0.6125
MTL0s2,MTL0.2s0,MTL0.2,0,0.949999988079071,0.95,0.73499995470047,0.8,1.0,0.825,"[[1, 39, 91], [4, 14, 91], [5, 14, 91], [11, 36, 107], [27, 69, 1], [30, 93, 29], [34, 112, 29], [38, 112, 29]]",[],"[[1, 39, 91], [4, 14, 91], [11, 36, 107], [27, 69, 1], [30, 93, 29], [34, 112, 29], [38, 112, 29]]","[ 39  39  59  39  14  14  19  19  19  19  25  36  36  36  36  36  25  34
  54  58  67  67  67  71  91  69  88  69  69  91  93 113 109  95 112 117
  95  93 112 101]",0.65
MTL0s2,MTL0.2s1,MTL0.2,1,0.925000011920929,0.925,0.7437499761581421,0.825,1.0,0.825,"[[1, 10, 81], [5, 1, 90], [7, 1, 91], [22, 62, 1], [30, 93, 41], [34, 114, 42], [36, 114, 41]]",[],"[[1, 10, 81], [5, 1, 90], [7, 1, 87], [22, 62, 1], [30, 93, 41], [34, 114, 42], [36, 114, 41]]","[ 20  10   1  59   1   1  10   1  10  49  25  42  53  46  36  46  25  42
  42  46  71  62  62  91  89  89  71  70  81  71  93 109  93 110 114 110
 114 109 110 114]",0.6375
MTL0s2,MTL0.2s2,MTL0.2,2,0.975000023841858,0.95,0.7337499856948853,0.825,1.0,0.85,"[[5, 5, 91], [12, 36, 97], [13, 36, 102], [17, 40, 99], [34, 112, 29], [38, 102, 29], [39, 95, 51]]",[],"[[12, 36, 97], [13, 36, 102], [17, 40, 99], [34, 112, 29], [38, 102, 29], [39, 95, 51]]","[ 11  12  12   1  10   5  17  19  20  12  29  29  36  36  29  29  29  40
  42  29  89  61  70  60  91  66  88  70  70  66  95 109 109  95 112  99
  95  97 102  95]",0.825
MTL0s2,MTL0.2s3,MTL0.2,3,0.925000011920929,0.925,0.7450000047683716,0.9,1.0,0.9,"[[6, 10, 91], [7, 5, 90], [8, 5, 90], [17, 40, 109]]",[],"[[6, 10, 91], [7, 5, 84], [8, 5, 90], [17, 40, 112]]","[ 18  19  10  59  10   5  10   5   5  21  43  53  36  36  53  53  53  40
  54  53  91  79  79  87  88  81  79  70  79  89 114 109 117 117 109 117
 117 106  99 114]",0.625
MTL0s2,MTL0.2s4,MTL0.2,4,0.949999988079071,0.95,0.7612499594688416,0.675,1.0,0.7,"[[1, 21, 91], [5, 25, 64], [13, 33, 102], [17, 33, 99], [27, 69, 1], [31, 114, 29], [32, 86, 29], [33, 103, 51], [34, 114, 29], [35, 103, 29], [37, 103, 29], [38, 117, 29], [39, 114, 29]]",[],"[[1, 21, 91], [5, 25, 64], [13, 33, 102], [27, 69, 1], [31, 114, 29], [32, 86, 29], [33, 103, 51], [34, 114, 29], [35, 103, 29], [37, 103, 29], [38, 117, 29], [39, 114, 29]]","[ 39  21   1   0   1  25  19  19  21  17  53  42  48  33  36  29  25  33
  42  41  91  91  79  89  66  62  71  69  69  62  95 114  86 103 114 103
  95 103 117 114]",0.675
MTL0s2,MTL0.5s0,MTL0.5,0,1.0,0.975,0.7324999570846558,0.85,0.975,0.85,"[[1, 5, 91], [2, 17, 91], [5, 36, 91], [7, 49, 90], [37, 93, 29], [38, 119, 29]]","[[5, 36, 104]]","[[1, 5, 91], [2, 17, 91], [5, 36, 91], [7, 49, 61], [37, 93, 29], [38, 119, 29]]","[ 39   5  17  17  49  36  17  49  17  17  25  36  25  36  36  36  25  29
  36  58  67  71  69  91  91  69  88  69  77  91  95 109 109  95 102 102
  95  93 119 102]",0.6125
MTL0s2,MTL0.5s1,MTL0.5,1,0.925000011920929,0.925,0.7562499642372131,0.8,1.0,0.8,"[[1, 20, 81], [3, 59, 63], [7, 1, 91], [17, 41, 110], [22, 62, 1], [30, 93, 41], [34, 114, 42], [36, 114, 41]]",[],"[[1, 20, 81], [3, 59, 63], [7, 1, 60], [17, 41, 110], [22, 62, 1], [30, 93, 41], [34, 114, 42], [36, 114, 41]]","[ 21  20   1  59  19   1  10   1  21  21  25  42  27  41  36  36  27  41
  42  46  89  67  62  91  89  89  71  70  91  89  93 109  93 110 114 102
 114 109 110 114]",0.7125
MTL0s2,MTL0.5s2,MTL0.5,2,0.949999988079071,0.975,0.7387499809265137,0.925,1.0,0.925,"[[31, 106, 29], [38, 99, 29], [39, 112, 51]]",[],"[[31, 106, 29], [38, 99, 29], [39, 112, 51]]","[ 21  19  12  19  19  19  19  19  20  19  29  29  48  29  29  29  29  29
  42  29  89  70  70  89  91  89  88  70  70  70  95 106 109  95 102  99
  95  97  99 112]",0.9125
MTL0s2,MTL0.5s3,MTL0.5,3,0.949999988079071,0.925,0.7599999904632568,0.9,1.0,0.925,"[[5, 10, 91], [7, 8, 84], [19, 53, 97], [39, 108, 34]]",[],"[[5, 10, 91], [19, 53, 97], [39, 108, 34]]","[ 18  19  19  17  10  10  17   8  17  21  43  53  36  58  53  53  53  53
  53  53  91  67  79  87  91  91  70  70  77  89 117 109 117 117 102 102
 117 106 117 108]",0.675
MTL0s2,MTL0.5s4,MTL0.5,4,0.949999988079071,0.925,0.7699999809265137,0.8,1.0,0.8,"[[1, 1, 91], [8, 16, 60], [31, 103, 29], [32, 109, 29], [34, 109, 29], [35, 103, 42], [37, 103, 29], [39, 103, 29]]",[],"[[1, 1, 91], [8, 16, 60], [31, 103, 29], [32, 109, 29], [34, 109, 29], [35, 103, 42], [37, 103, 29], [39, 103, 29]]","[  0   1   1   0   1  25   1  19  16  19  48  48  48  42  46  42  48  29
  42  41  60  71  67  60  60  60  71  79  69  82  93 103 109 117 109 103
 117 103 117 103]",0.7375
MTL0s2,MTL0.8s0,MTL0.8,0,0.975000023841858,0.95,0.7475000023841858,0.775,1.0,0.775,"[[24, 88, 5], [29, 88, 25], [30, 110, 29], [32, 109, 29], [34, 106, 29], [35, 96, 29], [37, 95, 29], [38, 119, 29], [39, 114, 29]]",[],"[[24, 88, 5], [29, 88, 25], [30, 110, 29], [32, 109, 29], [34, 106, 29], [35, 96, 29], [37, 95, 29], [38, 119, 29], [39, 114, 29]]","[ 39   1  39  16  49  19  17  19  17  14  25  29  25  29  36  36  25  29
  36  58  85  67  69  87  88  69  88  69  69  88 110 109 109  95 106  96
 110  95 119 114]",0.6375
MTL0s2,MTL0.8s1,MTL0.8,1,0.949999988079071,0.925,0.7387499809265137,0.8,1.0,0.75,"[[1, 10, 81], [2, 10, 63], [5, 1, 89], [6, 10, 89], [9, 49, 63], [17, 41, 111], [31, 94, 29], [39, 103, 51]]",[],"[[1, 10, 81], [2, 10, 63], [5, 1, 89], [6, 10, 89], [8, 10, 67], [9, 49, 63], [17, 41, 111], [24, 89, 5], [31, 94, 29], [39, 103, 51]]","[ 20  10  10  59   5   1  10   5  10  49  25  48  53  41  36  36  25  41
  36  41  67  67  67  91  89  89  91  70  91  89 110  94 110 111 111 102
 111 118 111 103]",0.6625
MTL0s2,MTL0.8s2,MTL0.8,2,0.949999988079071,0.925,0.7412499785423279,0.925,1.0,0.95,"[[5, 19, 91], [32, 102, 29], [39, 102, 51]]",[],"[[32, 102, 29], [39, 102, 51]]","[ 19  19  19  20  19  19  19  19  20  20  27  29  48  51  29  29  29  29
  42  29  67  77  70  89  91  66  88  70  70  91  95  94 102  99  99  99
  95 117  99 102]",0.8375
MTL0s2,MTL0.8s3,MTL0.8,3,0.925000011920929,0.925,0.7462499737739563,0.95,1.0,0.925,"[[5, 25, 91], [7, 8, 84]]",[],"[[5, 25, 91], [7, 8, 84], [24, 61, 1]]","[ 19  19  17  59  19  25  17   8  19  21  25  53  36  58  53  53  53  48
  53  48  91  67  77  64  61  91  77  70  79  89 117 109 117 117 102 102
 102 106 117 114]",0.6375
MTL0s2,MTL0.8s4,MTL0.8,4,1.0,0.95,0.7412499785423279,0.725,1.0,0.725,"[[1, 1, 91], [5, 25, 71], [30, 114, 29], [31, 103, 29], [32, 114, 29], [33, 106, 29], [34, 103, 29], [35, 103, 41], [37, 103, 29], [38, 114, 29], [39, 103, 29]]",[],"[[1, 1, 91], [5, 25, 71], [30, 114, 29], [31, 103, 29], [32, 114, 29], [33, 106, 29], [34, 103, 29], [35, 103, 41], [37, 103, 29], [38, 114, 29], [39, 103, 29]]","[ 39   1   1   0  19  25  19  19  19  19  25  48  48  58  36  36  48  29
  48  27  85  89  88  91  88  91  64  88  69  74 114 103 114 106 103 103
  99 103 114 103]",0.65
MTL0s2,MTL1s0,MTL1,0,0.925000011920929,0.9,0.6237499713897705,0.85,0.9,0.875,"[[1, 20, 85], [5, 20, 85], [7, 18, 85], [12, 18, 85], [16, 18, 85], [17, 18, 67]]","[[5, 20, 102], [12, 18, 102], [16, 18, 102], [17, 18, 104]]","[[1, 20, 85], [7, 18, 18], [12, 18, 85], [16, 18, 85], [17, 18, 18]]","[ 39  20  23  20  20  20  20  18  23  20  27  52  18  52  44  52  18  18
  37  41  62  79  79  77  85  85  62  77  69  89  95 117 110  93 112  92
 101  93 116  92]",0.55
MTL0s2,MTL1s1,MTL1,1,0.925000011920929,0.925,0.5949999690055847,0.825,1.0,0.85,"[[1, 18, 89], [5, 33, 82], [7, 25, 71], [8, 18, 62], [9, 36, 70], [17, 36, 71], [24, 62, 3]]",[],"[[1, 18, 89], [5, 33, 82], [7, 25, 70], [9, 36, 70], [17, 36, 71], [24, 62, 62]]","[ 14  18  18  59  25  33  18  25  18  36  25  30  25  29  30  30  25  36
  57  27  91  71  71  62  62  65  71  70  71  71 111  99  71  99  99  99
  99  99  99 103]",0.4875
MTL0s2,MTL1s2,MTL1,2,0.949999988079071,0.925,0.6225000023841858,0.9,0.95,0.9,"[[1, 52, 73], [5, 20, 117], [8, 52, 83], [17, 52, 99]]","[[1, 52, 62], [39, 104, 46]]","[[1, 52, 73], [7, 20, 20], [8, 52, 83], [17, 52, 52]]","[ 21  52  20  21  10  20  20  20  52  21  52  37  52  52  37  37  37  52
  52  52  67  83  61  91  63  65  82  65  83  74  95 117  97 116 118 101
 111  97  99 104]",0.625
MTL0s2,MTL1s3,MTL1,3,0.925000011920929,0.925,0.6162499785423279,0.9,0.95,0.85,"[[5, 37, 61], [8, 37, 106], [17, 37, 99], [39, 118, 33]]","[[8, 37, 116], [17, 37, 116]]","[[5, 37, 61], [7, 37, 61], [8, 37, 106], [17, 37, 67], [24, 61, 12], [39, 118, 33]]","[ 59  23  21  59  37  37  20  37  37  21  37  37  37  37  53  58  37  37
  37  56  70  79  79  65  61  73  61  82  79  61  93 106 106  93 106 117
 101  93  99 118]",0.45
MTL0s2,MTL1s4,MTL1,4,0.975000023841858,0.975,0.6312499642372131,0.875,0.9,0.85,"[[4, 3, 69], [5, 37, 69], [13, 37, 69], [17, 37, 69], [19, 37, 69]]","[[5, 37, 104], [7, 7, 84], [13, 37, 104], [31, 103, 46]]","[[4, 3, 69], [5, 37, 69], [13, 37, 69], [17, 37, 69], [19, 37, 69], [24, 69, 69]]","[ 39  21  39   0   3  37  19   7  20  49  25  29  25  37  25  27  25  37
  29  37  69  81  69  69  69  69  91  69  75  69  99 103  69  93 103 103
  99 103 103 103]",0.5
MTL0s3,MTL0s0,MTL0,0,0.4749999940395355,0.825,0.7212499976158142,0.85,1.0,0.95,"[[5, 25, 91], [7, 19, 91], [8, 0, 91], [17, 29, 99], [28, 69, 1], [38, 112, 29]]",[],"[[17, 29, 99], [28, 69, 1]]","[ 39   5   5   5  49  25   5  19   0   5  25  29  25  29  29  29  25  29
  42  58  67  79  79  91  91  91  91  69  69  91  95 109 109  95 117 102
  95 117 112 103]",0.7
MTL0s3,MTL0s1,MTL0,1,0.550000011920929,0.9,0.7099999785423279,0.875,1.0,0.9,"[[2, 1, 74], [7, 14, 91], [8, 10, 74], [17, 44, 114], [24, 78, 25]]",[],"[[7, 14, 60], [8, 10, 74], [17, 44, 114], [24, 78, 10]]","[ 14  10   1  59  25   1  10  14  10  49  25  42  25  46  36  46  25  44
  42  46  91  66  62  60  78  89  71  70  91  71  93 109 114  93 114 110
  95 109 110 114]",0.6875
MTL0s3,MTL0s2,MTL0,2,0.4500000178813934,0.925,0.7212499976158142,0.825,1.0,0.85,"[[5, 29, 71], [6, 19, 91], [7, 19, 90], [10, 29, 107], [17, 29, 99], [24, 60, 5], [39, 95, 51]]",[],"[[5, 29, 71], [6, 19, 91], [7, 19, 90], [10, 29, 107], [17, 29, 99], [24, 60, 5]]","[ 21  19  12  19  49  29  19  19  20  19  29  29  29  29  29  29  29  29
  42  29  91  70  70  60  60  64  70  70  70  70  95  99 109  99  99  99
  99  97  99  95]",0.65
MTL0s3,MTL0s3,MTL0,3,0.550000011920929,0.95,0.7462499737739563,0.95,1.0,1.0,"[[5, 10, 62], [24, 85, 59]]",[],[],"[ 18  49  10  59  10  10  17   8  17  20  43  53  25  46  53  53  53  40
  42  46  91  67  89  87  85  64  89  82  70  89  97 106 117 117 109 117
 117 106 117  92]",0.9875
MTL0s3,MTL0s4,MTL0,4,0.6000000238418579,0.925,0.7475000023841858,0.775,1.0,0.8,"[[0, 0, 89], [4, 1, 81], [7, 7, 87], [8, 16, 89], [24, 66, 5], [28, 69, 5], [30, 99, 51], [32, 86, 48], [39, 86, 34]]",[],"[[0, 0, 89], [4, 1, 81], [8, 16, 89], [24, 66, 5], [28, 69, 5], [30, 99, 51], [32, 86, 48], [39, 86, 34]]","[  0  11   1  20   1   5   5   7  16   5  48  48  48  36  46  36  25  40
  42  46  89  71  79  60  66  62  75  69  69  75  99  99  86 103  99 103
 117  86  99  86]",0.5875
MTL0s3,MTL0.2s0,MTL0.2,0,0.949999988079071,0.95,0.73499995470047,0.825,1.0,0.825,"[[4, 14, 91], [5, 14, 91], [7, 19, 90], [25, 69, 39], [32, 109, 48], [38, 112, 29], [39, 101, 58]]",[],"[[4, 14, 91], [5, 14, 81], [7, 19, 89], [25, 69, 39], [32, 109, 48], [38, 112, 29], [39, 101, 58]]","[ 39  39  59  39  14  14  19  19  19  19  25  36  36  36  36  36  25  34
  54  58  67  67  67  71  91  69  88  69  69  91  93 113 109  95 112 117
  95  93 112 101]",0.525
MTL0s3,MTL0.2s1,MTL0.2,1,0.925000011920929,0.925,0.7437499761581421,0.85,1.0,0.85,"[[2, 1, 81], [7, 1, 91], [8, 10, 89], [12, 53, 85], [17, 42, 97], [24, 89, 10]]",[],"[[2, 1, 81], [7, 1, 87], [8, 10, 89], [12, 53, 85], [17, 42, 97], [24, 89, 17]]","[ 20  10   1  59   1   1  10   1  10  49  25  42  53  46  36  46  25  42
  42  46  71  62  62  91  89  89  71  70  81  71  93 109  93 110 114 110
 114 109 110 114]",0.7125
MTL0s3,MTL0.2s2,MTL0.2,2,0.975000023841858,0.95,0.7337499856948853,0.9,1.0,0.925,"[[7, 19, 84], [10, 29, 91], [29, 66, 10], [39, 95, 51]]",[],"[[10, 29, 91], [29, 66, 10], [39, 95, 51]]","[ 11  12  12   1  10   5  17  19  20  12  29  29  36  36  29  29  29  40
  42  29  89  61  70  60  91  66  88  70  70  66  95 109 109  95 112  99
  95  97 102  95]",0.6
MTL0s3,MTL0.2s3,MTL0.2,3,0.925000011920929,0.925,0.7450000047683716,0.925,1.0,0.95,"[[12, 36, 109], [13, 36, 109], [24, 88, 17]]",[],"[[12, 36, 109], [13, 36, 109]]","[ 18  19  10  59  10   5  10   5   5  21  43  53  36  36  53  53  53  40
  54  53  91  79  79  87  88  81  79  70  79  89 114 109 117 117 109 117
 117 106  99 114]",0.925
MTL0s3,MTL0.2s4,MTL0.2,4,0.949999988079071,0.95,0.7612499594688416,0.8,1.0,0.825,"[[1, 21, 91], [2, 1, 62], [5, 25, 64], [7, 19, 90], [17, 33, 99], [24, 66, 1], [28, 69, 1], [30, 95, 51]]",[],"[[1, 21, 91], [2, 1, 62], [5, 25, 64], [17, 33, 107], [24, 66, 1], [28, 69, 1], [30, 95, 51]]","[ 39  21   1   0   1  25  19  19  21  17  53  42  48  33  36  29  25  33
  42  41  91  91  79  89  66  62  71  69  69  62  95 114  86 103 114 103
  95 103 117 114]",0.625
MTL0s3,MTL0.5s0,MTL0.5,0,1.0,0.975,0.7324999570846558,0.9,0.975,0.9,"[[5, 36, 91], [25, 69, 43], [32, 109, 48], [38, 119, 29]]","[[5, 36, 104]]","[[5, 36, 91], [25, 69, 43], [32, 109, 48], [38, 119, 29]]","[ 39   5  17  17  49  36  17  49  17  17  25  36  25  36  36  36  25  29
  36  58  67  71  69  91  91  69  88  69  77  91  95 109 109  95 102 102
  95  93 119 102]",0.6625
MTL0s3,MTL0.5s1,MTL0.5,1,0.925000011920929,0.925,0.7562499642372131,0.875,1.0,0.875,"[[7, 1, 91], [8, 21, 89], [12, 27, 85], [13, 41, 114], [32, 93, 34]]",[],"[[7, 1, 60], [8, 21, 89], [12, 27, 85], [13, 41, 114], [32, 93, 34]]","[ 21  20   1  59  19   1  10   1  21  21  25  42  27  41  36  36  27  41
  42  46  89  67  62  91  89  89  71  70  91  89  93 109  93 110 114 102
 114 109 110 114]",0.7125
MTL0s3,MTL0.5s2,MTL0.5,2,0.949999988079071,0.975,0.7387499809265137,0.875,1.0,0.9,"[[4, 19, 89], [7, 19, 84], [10, 29, 91], [17, 29, 99], [39, 112, 51]]",[],"[[4, 19, 89], [7, 19, 84], [10, 29, 91], [39, 112, 51]]","[ 21  19  12  19  19  19  19  19  20  19  29  29  48  29  29  29  29  29
  42  29  89  70  70  89  91  89  88  70  70  70  95 106 109  95 102  99
  95  97  99 112]",0.6375
MTL0s3,MTL0.5s3,MTL0.5,3,0.949999988079071,0.925,0.7599999904632568,0.95,1.0,1.0,"[[17, 53, 97], [24, 91, 17]]",[],[],"[ 18  19  19  17  10  10  17   8  17  21  43  53  36  58  53  53  53  53
  53  53  91  67  79  87  91  91  70  70  77  89 117 109 117 117 102 102
 117 106 117 108]",0.9
MTL0s3,MTL0.5s4,MTL0.5,4,0.949999988079071,0.925,0.7699999809265137,0.825,1.0,0.825,"[[0, 0, 89], [2, 1, 74], [8, 16, 60], [13, 42, 109], [17, 29, 99], [24, 60, 1], [28, 69, 1]]",[],"[[0, 0, 89], [2, 1, 74], [8, 16, 60], [13, 42, 109], [17, 29, 94], [24, 60, 1], [28, 69, 1]]","[  0   1   1   0   1  25   1  19  16  19  48  48  48  42  46  42  48  29
  42  41  60  71  67  60  60  60  71  79  69  82  93 103 109 117 109 103
 117 103 117 103]",0.6375
MTL0s3,MTL0.8s0,MTL0.8,0,0.975000023841858,0.95,0.7475000023841858,0.825,1.0,0.825,"[[7, 19, 90], [24, 88, 5], [25, 69, 48], [28, 69, 19], [30, 110, 29], [35, 96, 29], [38, 119, 29]]",[],"[[5, 19, 69], [24, 88, 5], [25, 69, 48], [28, 69, 19], [30, 110, 29], [35, 96, 29], [38, 119, 29]]","[ 39   1  39  16  49  19  17  19  17  14  25  29  25  29  36  36  25  29
  36  58  85  67  69  87  88  69  88  69  69  88 110 109 109  95 106  96
 110  95 119 114]",0.5875
MTL0s3,MTL0.8s1,MTL0.8,1,0.949999988079071,0.925,0.7387499809265137,0.85,1.0,0.85,"[[5, 1, 89], [8, 10, 72], [13, 41, 109], [24, 89, 10], [30, 110, 41], [38, 111, 53]]",[],"[[5, 1, 89], [8, 10, 67], [13, 41, 109], [24, 89, 5], [30, 110, 41], [38, 111, 53]]","[ 20  10  10  59   5   1  10   5  10  49  25  48  53  41  36  36  25  41
  36  41  67  67  67  91  89  89  91  70  91  89 110  94 110 111 111 102
 111 118 111 103]",0.6875
MTL0s3,MTL0.8s2,MTL0.8,2,0.949999988079071,0.925,0.7412499785423279,0.875,1.0,0.9,"[[5, 19, 91], [10, 27, 91], [17, 29, 99], [30, 95, 51], [32, 102, 29]]",[],"[[5, 19, 69], [10, 27, 91], [30, 95, 51], [32, 102, 29]]","[ 19  19  19  20  19  19  19  19  20  20  27  29  48  51  29  29  29  29
  42  29  67  77  70  89  91  66  88  70  70  91  95  94 102  99  99  99
  95 117  99 102]",0.6625
MTL0s3,MTL0.8s3,MTL0.8,3,0.925000011920929,0.925,0.7462499737739563,0.9,1.0,0.875,"[[4, 19, 89], [5, 25, 91], [12, 36, 64], [24, 61, 17]]",[],"[[4, 19, 89], [5, 25, 91], [12, 36, 64], [17, 48, 94], [24, 61, 1]]","[ 19  19  17  59  19  25  17   8  19  21  25  53  36  58  53  53  53  48
  53  48  91  67  77  64  61  91  77  70  79  89 117 109 117 117 102 102
 102 106 117 114]",0.8625
MTL0s3,MTL0.8s4,MTL0.8,4,1.0,0.95,0.7412499785423279,0.925,1.0,0.925,"[[17, 29, 99], [24, 88, 1], [32, 114, 29]]",[],"[[17, 29, 99], [24, 88, 18], [32, 114, 29]]","[ 39   1   1   0  19  25  19  19  19  19  25  48  48  58  36  36  48  29
  48  27  85  89  88  91  88  91  64  88  69  74 114 103 114 106 103 103
  99 103 114 103]",0.625
MTL0s3,MTL1s0,MTL1,0,0.925000011920929,0.9,0.6237499713897705,0.7,0.95,0.725,"[[2, 23, 85], [5, 20, 85], [6, 20, 85], [7, 18, 85], [8, 23, 85], [10, 27, 85], [11, 52, 85], [12, 18, 85], [14, 44, 85], [16, 18, 85], [17, 18, 67], [23, 77, 16]]","[[10, 27, 91], [17, 18, 104]]","[[2, 23, 85], [6, 20, 85], [7, 18, 18], [8, 23, 85], [10, 27, 85], [11, 52, 85], [12, 18, 85], [14, 44, 85], [16, 18, 85], [17, 18, 18], [23, 77, 16]]","[ 39  20  23  20  20  20  20  18  23  20  27  52  18  52  44  52  18  18
  37  41  62  79  79  77  85  85  62  77  69  89  95 117 110  93 112  92
 101  93 116  92]",0.575
MTL0s3,MTL1s1,MTL1,1,0.925000011920929,0.925,0.5949999690055847,0.85,0.925,0.875,"[[5, 33, 82], [8, 18, 62], [9, 36, 70], [11, 30, 62], [24, 62, 3], [32, 71, 36]]","[[5, 33, 95], [8, 18, 105], [9, 36, 105]]","[[5, 33, 82], [9, 36, 70], [11, 30, 62], [24, 62, 62], [32, 71, 36]]","[ 14  18  18  59  25  33  18  25  18  36  25  30  25  29  30  30  25  36
  57  27  91  71  71  62  62  65  71  70  71  71 111  99  71  99  99  99
  99  99  99 103]",0.5875
MTL0s3,MTL1s2,MTL1,2,0.949999988079071,0.925,0.6225000023841858,0.925,0.95,0.9,"[[1, 52, 73], [17, 52, 99], [19, 52, 117]]","[[1, 52, 62], [11, 37, 103]]","[[1, 52, 73], [7, 20, 20], [17, 52, 52], [19, 52, 117]]","[ 21  52  20  21  10  20  20  20  52  21  52  37  52  52  37  37  37  52
  52  52  67  83  61  91  63  65  82  65  83  74  95 117  97 116 118 101
 111  97  99 104]",0.5
